,timestamp,datetime,symbol,id,order,type,takerOrMaker,side,price,cost,amount,fee,time_exchange,size
91295096,1550434328894,,BTC/USDT,,,,,sell,3623.19,11.42029488,,,2019-02-17 20:12:08.894,0.003152
91295097,1550434329076,,BTC/USDT,,,,,sell,3623.19,86.02177698,,,2019-02-17 20:12:09.076,0.023742
91295098,1550434329901,,BTC/USDT,,,,,sell,3623.19,142.17035241000002,,,2019-02-17 20:12:09.901,0.039239
91295099,1550434330906,,BTC/USDT,,,,,buy,3623.91,17.50710921,,,2019-02-17 20:12:10.906,0.004831
91295100,1550434330906,,BTC/USDT,,,,,buy,3623.93,222.31723370999998,,,2019-02-17 20:12:10.906,0.061347
91295101,1550434331021,,BTC/USDT,,,,,buy,3623.9,239.8224542,,,2019-02-17 20:12:11.021,0.066178
91295102,1550434331507,,BTC/USDT,,,,,buy,3624.18,12.322211999999999,,,2019-02-17 20:12:11.507,0.0034
91295103,1550434332762,,BTC/USDT,,,,,buy,3623.45,1056.9748588,,,2019-02-17 20:12:12.762,0.291704
91295104,1550434333202,,BTC/USDT,,,,,buy,3624.12,121.85016264,,,2019-02-17 20:12:13.202,0.033622
91295105,1550434333202,,BTC/USDT,,,,,buy,3624.14,164.98897350000001,,,2019-02-17 20:12:13.202,0.045525
91295106,1550434336627,,BTC/USDT,,,,,buy,3624.14,381.7306662,,,2019-02-17 20:12:16.627,0.10533
91295107,1550434336628,,BTC/USDT,,,,,sell,3623.69,638.58477025,,,2019-02-17 20:12:16.628,0.176225
91295108,1550434339142,,BTC/USDT,,,,,sell,3623.19,0.31521753,,,2019-02-17 20:12:19.142,8.7e-05
91295109,1550434339142,,BTC/USDT,,,,,sell,3622.83,11.55320487,,,2019-02-17 20:12:19.142,0.003189
91295110,1550434339264,,BTC/USDT,,,,,sell,3622.86,219.46923594,,,2019-02-17 20:12:19.264,0.060579
91295111,1550434339363,,BTC/USDT,,,,,sell,3622.91,10.12241054,,,2019-02-17 20:12:19.363,0.002794
91295112,1550434339575,,BTC/USDT,,,,,sell,3622.94,29.345813999999997,,,2019-02-17 20:12:19.575,0.0081
91295113,1550434339575,,BTC/USDT,,,,,sell,3622.92,77.8565508,,,2019-02-17 20:12:19.575,0.02149
91295114,1550434340207,,BTC/USDT,,,,,sell,3622.95,30.827681549999994,,,2019-02-17 20:12:20.207,0.008509
91295115,1550434341558,,BTC/USDT,,,,,buy,3624.09,21.62132094,,,2019-02-17 20:12:21.558,0.005966
91295116,1550434343049,,BTC/USDT,,,,,buy,3624.07,77.29416496,,,2019-02-17 20:12:23.049,0.021328
91295117,1550434343947,,BTC/USDT,,,,,sell,3623.27,547.6174045299999,,,2019-02-17 20:12:23.947,0.151139
91295118,1550434346311,,BTC/USDT,,,,,sell,3622.95,189.09987525,,,2019-02-17 20:12:26.311,0.052195
91295119,1550434346311,,BTC/USDT,,,,,sell,3622.79,17.70819752,,,2019-02-17 20:12:26.311,0.004888
91295120,1550434346311,,BTC/USDT,,,,,sell,3622.78,69.26393082000001,,,2019-02-17 20:12:26.311,0.019119
91295121,1550434347278,,BTC/USDT,,,,,buy,3624.07,0.07248140000000002,,,2019-02-17 20:12:27.278,2e-05
91295122,1550434347278,,BTC/USDT,,,,,buy,3624.09,0.06160953,,,2019-02-17 20:12:27.278,1.7e-05
91295123,1550434347278,,BTC/USDT,,,,,buy,3624.1,41.532185999999996,,,2019-02-17 20:12:27.278,0.01146
91295124,1550434347363,,BTC/USDT,,,,,buy,3624.1,19.9832874,,,2019-02-17 20:12:27.363,0.005514
